Year,ICD10 Code,ICD10 Diagnosis,Diagnosis Type,Metric,Sex,Value
2004,I00-I99,All circulatory diseases,All circulatory diseases,Attributable number,Unknown,26900.0
2004,K00-K93,All diseases of the digestive system,All diseases of the digestive system,Attributable number,Unknown,1800.0
2004,C33-C34,"Trachea, Lung, Bronchus",Cancers which can be caused by smoking,Attributable number,Unknown,22200.0
2004,C00-C14,Upper Respiratory Sites,Cancers which can be caused by smoking,Attributable number,Unknown,1100.0
2004,C32,Larynx,Cancers which can be caused by smoking,Attributable number,Unknown,500.0
2004,C15,Oesophagus,Cancers which can be caused by smoking,Attributable number,Unknown,4100.0
2004,C53,Cervical,Cancers which can be caused by smoking,Attributable number,Unknown,100.0
2004,C67,Bladder,Cancers which can be caused by smoking,Attributable number,Unknown,1700.0
2004,C64-C66 & C68,Kidney and Renal Pelvis,Cancers which can be caused by smoking,Attributable number,Unknown,800.0
2004,C16,Stomach,Cancers which can be caused by smoking,Attributable number,Unknown,1000.0
2004,C25,Pancreas,Cancers which can be caused by smoking,Attributable number,Unknown,1600.0
2004,C80,Unspecified Site,Cancers which can be caused by smoking,Attributable number,Unknown,4200.0
2004,C92,Myeloid Leukaemia,Cancers which can be caused by smoking,Attributable number,Unknown,400.0
2004,J40-J43,Chronic Obstructive Lung Disease,Respiratory diseases which can be caused by smoking,Attributable number,Unknown,1300.0
2004,J44,Chronic Airway Obstruction,Respiratory diseases which can be caused by smoking,Attributable number,Unknown,16200.0
2004,J10-J18,"Pneumonia, Influenza",Respiratory diseases which can be caused by smoking,Attributable number,Unknown,5600.0
2004,I00-I09 & I26-I51,Other Heart Disease,Circulatory diseases which can be caused by smoking,Attributable number,Unknown,3600.0
2004,I20-I25,Ischaemic Heart Disease,Circulatory diseases which can be caused by smoking,Attributable number,Unknown,12800.0
2004,I72-I78,Other arterial disease,Circulatory diseases which can be caused by smoking,Attributable number,Unknown,600.0
2004,I60-I69,Cerebrovascular Disease,Circulatory diseases which can be caused by smoking,Attributable number,Unknown,4600.0
2004,I71,Aortic Aneurysm,Circulatory diseases which can be caused by smoking,Attributable number,Unknown,5200.0
2004,I70,Atherosclerosis,Circulatory diseases which can be caused by smoking,Attributable number,Unknown,200.0
2004,K25-K27,Stomach / Duodenal Ulcer,Digestive diseases which can be caused caused by smoking,Attributable number,Unknown,1800.0
2004,All codes,All deaths,All deaths,Number of observed deaths,Male,221731.0
2004,C33-C34 & C00-C14 & C15 & C32 & C53 & C67 & C64-C66 & C68 & C16 & C25 & C80 & C92 & J40-J43 & J44 & J10-J18 & I00-I09 & I26-I51 & I20-I25 & I72-I78 & I60-I69 & I71 & I70 & K25-K27 & K50 & K05 & H25 & S72.0-S72.2 & O03,All deaths which can be caused by smoking,All deaths which can be caused by smoking,Number of observed deaths,Male,143800.0
2004,C00-D48,All cancers,All cancers,Number of observed deaths,Male,66765.0
2004,J00-J99,All respiratory diseases,All respiratory diseases,Number of observed deaths,Male,29562.0
2004,I00-I99,All circulatory diseases,All circulatory diseases,Number of observed deaths,Male,84808.0
2004,K00-K93,All diseases of the digestive system,All diseases of the digestive system,Number of observed deaths,Male,10439.0
2004,C33-C34,"Trachea, Lung, Bronchus",Cancers which can be caused by smoking,Number of observed deaths,Male,15728.0
2004,C00-C14,Upper Respiratory Sites,Cancers which can be caused by smoking,Number of observed deaths,Male,1039.0
2004,C32,Larynx,Cancers which can be caused by smoking,Number of observed deaths,Male,502.0
2004,C15,Oesophagus,Cancers which can be caused by smoking,Number of observed deaths,Male,3822.0
2004,C53,Cervical,Cancers which can be caused by smoking,Number of observed deaths,Male,2778.0
2004,C67,Bladder,Cancers which can be caused by smoking,Number of observed deaths,Male,2687.0
2004,C64-C66 & C68,Kidney and Renal Pelvis,Cancers which can be caused by smoking,Number of observed deaths,Male,1771.0
2004,C16,Stomach,Cancers which can be caused by smoking,Number of observed deaths,Male,2889.0
2004,C25,Pancreas,Cancers which can be caused by smoking,Number of observed deaths,Male,2836.0
2004,C80,Unspecified Site,Cancers which can be caused by smoking,Number of observed deaths,Male,4948.0
2004,C92,Myeloid Leukaemia,Cancers which can be caused by smoking,Number of observed deaths,Male,1115.0
2004,J40-J43,Chronic Obstructive Lung Disease,Respiratory diseases which can be caused by smoking,Number of observed deaths,Male,876.0
2004,J44,Chronic Airway Obstruction,Respiratory diseases which can be caused by smoking,Number of observed deaths,Male,10793.0
2004,J10-J18,"Pneumonia, Influenza",Respiratory diseases which can be caused by smoking,Number of observed deaths,Male,11247.0
2004,I00-I09 & I26-I51,Other Heart Disease,Circulatory diseases which can be caused by smoking,Number of observed deaths,Male,9052.0
2004,I20-I25,Ischaemic Heart Disease,Circulatory diseases which can be caused by smoking,Number of observed deaths,Male,47800.0
2004,I72-I78,Other arterial disease,Circulatory diseases which can be caused by smoking,Number of observed deaths,Male,1166.0
2004,I60-I69,Cerebrovascular Disease,Circulatory diseases which can be caused by smoking,Number of observed deaths,Male,18843.0
2004,I71,Aortic Aneurysm,Circulatory diseases which can be caused by smoking,Number of observed deaths,Male,4900.0
2004,I70,Atherosclerosis,Circulatory diseases which can be caused by smoking,Number of observed deaths,Male,257.0
2004,K25-K27,Stomach / Duodenal Ulcer,Digestive diseases which can be caused caused by smoking,Number of observed deaths,Male,1529.0
2004,All codes,All deaths,All deaths,Attributable number,Male,54700.0
2004,C00-D48,All cancers,All cancers,Attributable number,Male,24600.0
2004,J00-J99,All respiratory diseases,All respiratory diseases,Attributable number,Male,12500.0
2004,I00-I99,All circulatory diseases,All circulatory diseases,Attributable number,Male,16800.0
2004,K00-K93,All diseases of the digestive system,All diseases of the digestive system,Attributable number,Male,900.0
2004,C33-C34,"Trachea, Lung, Bronchus",Cancers which can be caused by smoking,Attributable number,Male,14000.0
2004,C00-C14,Upper Respiratory Sites,Cancers which can be caused by smoking,Attributable number,Male,800.0
2004,C32,Larynx,Cancers which can be caused by smoking,Attributable number,Male,400.0
2004,C15,Oesophagus,Cancers which can be caused by smoking,Attributable number,Male,2800.0
2004,C53,Cervical,Cancers which can be caused by smoking,Attributable number,Male,2778.0
2004,C67,Bladder,Cancers which can be caused by smoking,Attributable number,Male,1300.0
2004,C64-C66 & C68,Kidney and Renal Pelvis,Cancers which can be caused by smoking,Attributable number,Male,700.0
2004,C16,Stomach,Cancers which can be caused by smoking,Attributable number,Male,800.0
2004,C25,Pancreas,Cancers which can be caused by smoking,Attributable number,Male,800.0
2004,C80,Unspecified Site,Cancers which can be caused by smoking,Attributable number,Male,2800.0
2004,C92,Myeloid Leukaemia,Cancers which can be caused by smoking,Attributable number,Male,300.0
2004,J40-J43,Chronic Obstructive Lung Disease,Respiratory diseases which can be caused by smoking,Attributable number,Male,800.0
2004,J44,Chronic Airway Obstruction,Respiratory diseases which can be caused by smoking,Attributable number,Male,8800.0
2004,J10-J18,"Pneumonia, Influenza",Respiratory diseases which can be caused by smoking,Attributable number,Male,2900.0
2004,I00-I09 & I26-I51,Other Heart Disease,Circulatory diseases which can be caused by smoking,Attributable number,Male,1900.0
2004,I20-I25,Ischaemic Heart Disease,Circulatory diseases which can be caused by smoking,Attributable number,Male,8600.0
2004,I72-I78,Other arterial disease,Circulatory diseases which can be caused by smoking,Attributable number,Male,200.0
2004,I60-I69,Cerebrovascular Disease,Circulatory diseases which can be caused by smoking,Attributable number,Male,2700.0
2004,I71,Aortic Aneurysm,Circulatory diseases which can be caused by smoking,Attributable number,Male,3200.0
2004,I70,Atherosclerosis,Circulatory diseases which can be caused by smoking,Attributable number,Male,100.0
2004,K25-K27,Stomach / Duodenal Ulcer,Digestive diseases which can be caused caused by smoking,Attributable number,Male,900.0
2004,All codes,All deaths,All deaths,Number of observed deaths,Female,247455.0
2004,C33-C34 & C00-C14 & C15 & C32 & C53 & C67 & C64-C66 & C68 & C16 & C25 & C80 & C92 & J40-J43 & J44 & J10-J18 & I00-I09 & I26-I51 & I20-I25 & I72-I78 & I60-I69 & I71 & I70 & K25-K27 & K50 & K05 & H25 & S72.0-S72.2 & O03,All deaths which can be caused by smoking,All deaths which can be caused by smoking,Number of observed deaths,Female,145608.0
2004,C00-D48,All cancers,All cancers,Number of observed deaths,Female,61022.0
2004,J00-J99,All respiratory diseases,All respiratory diseases,Number of observed deaths,Female,35156.0
2004,I00-I99,All circulatory diseases,All circulatory diseases,Number of observed deaths,Female,92526.0
2004,K00-K93,All diseases of the digestive system,All diseases of the digestive system,Number of observed deaths,Female,12626.0
2004,C33-C34,"Trachea, Lung, Bronchus",Cancers which can be caused by smoking,Number of observed deaths,Female,10664.0
2004,C00-C14,Upper Respiratory Sites,Cancers which can be caused by smoking,Number of observed deaths,Female,555.0
2004,C32,Larynx,Cancers which can be caused by smoking,Number of observed deaths,Female,127.0
2004,C15,Oesophagus,Cancers which can be caused by smoking,Number of observed deaths,Female,2066.0
2004,C53,Cervical,Cancers which can be caused by smoking,Number of observed deaths,Female,845.0
2004,C67,Bladder,Cancers which can be caused by smoking,Number of observed deaths,Female,1374.0
2004,C64-C66 & C68,Kidney and Renal Pelvis,Cancers which can be caused by smoking,Number of observed deaths,Female,1130.0
2004,C16,Stomach,Cancers which can be caused by smoking,Number of observed deaths,Female,1785.0
2004,C25,Pancreas,Cancers which can be caused by smoking,Number of observed deaths,Female,3039.0
2004,C80,Unspecified Site,Cancers which can be caused by smoking,Number of observed deaths,Female,5482.0
2004,C92,Myeloid Leukaemia,Cancers which can be caused by smoking,Number of observed deaths,Female,956.0
2004,J40-J43,Chronic Obstructive Lung Disease,Respiratory diseases which can be caused by smoking,Number of observed deaths,Female,597.0
2004,J44,Chronic Airway Obstruction,Respiratory diseases which can be caused by smoking,Number of observed deaths,Female,9387.0
2004,J10-J18,"Pneumonia, Influenza",Respiratory diseases which can be caused by smoking,Number of observed deaths,Female,17552.0
2004,I00-I09 & I26-I51,Other Heart Disease,Circulatory diseases which can be caused by smoking,Number of observed deaths,Female,14171.0
2004,I20-I25,Ischaemic Heart Disease,Circulatory diseases which can be caused by smoking,Number of observed deaths,Female,38239.0
2004,I72-I78,Other arterial disease,Circulatory diseases which can be caused by smoking,Number of observed deaths,Female,1660.0
2004,I60-I69,Cerebrovascular Disease,Circulatory diseases which can be caused by smoking,Number of observed deaths,Female,30545.0
2004,I71,Aortic Aneurysm,Circulatory diseases which can be caused by smoking,Number of observed deaths,Female,3170.0
2004,I70,Atherosclerosis,Circulatory diseases which can be caused by smoking,Number of observed deaths,Female,489.0
2004,K25-K27,Stomach / Duodenal Ulcer,Digestive diseases which can be caused caused by smoking,Number of observed deaths,Female,1775.0
2004,All codes,All deaths,All deaths,Attributable number,Female,34800.0
2004,C00-D48,All cancers,All cancers,Attributable number,Female,13100.0
2004,J00-J99,All respiratory diseases,All respiratory diseases,Attributable number,Female,10600.0
2004,I00-I99,All circulatory diseases,All circulatory diseases,Attributable number,Female,10200.0
2004,K00-K93,All diseases of the digestive system,All diseases of the digestive system,Attributable number,Female,900.0
2004,C33-C34,"Trachea, Lung, Bronchus",Cancers which can be caused by smoking,Attributable number,Female,8200.0
2004,C00-C14,Upper Respiratory Sites,Cancers which can be caused by smoking,Attributable number,Female,300.0
2004,C32,Larynx,Cancers which can be caused by smoking,Attributable number,Female,100.0
2004,C15,Oesophagus,Cancers which can be caused by smoking,Attributable number,Female,1300.0
2004,C53,Cervical,Cancers which can be caused by smoking,Attributable number,Female,100.0
2004,C67,Bladder,Cancers which can be caused by smoking,Attributable number,Female,400.0
2004,C64-C66 & C68,Kidney and Renal Pelvis,Cancers which can be caused by smoking,Attributable number,Female,100.0
2004,C16,Stomach,Cancers which can be caused by smoking,Attributable number,Female,200.0
2004,C25,Pancreas,Cancers which can be caused by smoking,Attributable number,Female,900.0
2004,C80,Unspecified Site,Cancers which can be caused by smoking,Attributable number,Female,1300.0
2004,C92,Myeloid Leukaemia,Cancers which can be caused by smoking,Attributable number,Female,100.0
2004,J40-J43,Chronic Obstructive Lung Disease,Respiratory diseases which can be caused by smoking,Attributable number,Female,500.0
2004,J44,Chronic Airway Obstruction,Respiratory diseases which can be caused by smoking,Attributable number,Female,7500.0
2004,J10-J18,"Pneumonia, Influenza",Respiratory diseases which can be caused by smoking,Attributable number,Female,2600.0
2004,I00-I09 & I26-I51,Other Heart Disease,Circulatory diseases which can be caused by smoking,Attributable number,Female,1700.0
2004,I20-I25,Ischaemic Heart Disease,Circulatory diseases which can be caused by smoking,Attributable number,Female,4200.0
2004,I72-I78,Other arterial disease,Circulatory diseases which can be caused by smoking,Attributable number,Female,400.0
